User ID,Name,Age,Gender,Balance,Account Type,Credit Score,Country
61,zAhdi13ZwtiduXti6i4CR1BGRIgB+h49K8EWI8+iedo=,34,Non-binary,a/8GhjcxMBs4aGcOcWRm+g==,Checking,536,Norway
62,mgr4x8+OvHw2jNsOQxEB0FAWtGkskNYxAM/BLAm72Ec=,60,Male,6XwyK0Ke+0+OV/nTnEH2yQ==,Business,568,Timor-Leste
63,SKrY9ikRD5ZX8fhK43JRtA==,48,Male,Ljnqs46fI7MaboG9AV5QaA==,Business,580,Fiji
64,3ZFu6i1BYpzCvxOSU3C9yg==,64,Non-binary,DELkjvoYW4Xx056/5DGJ6Q==,Checking,685,Benin
65,13cgNtNuPf1OP562rban0w==,54,Non-binary,rEHgjIPgjCzu6NqjKrn/3A==,Business,625,Bahamas
66,GIgYjr8OoCJrC6XqMReeLg==,64,Female,/tQwo8xDs8bcjL5z8gPJUQ==,Checking,542,Niger
67,1DRIR4cLKZbDJ40adbGMOA==,43,Male,S6O13nwDP5AKE2kkOldH+g==,Checking,515,Ukraine
68,Wxtc+RF882mKHuZAtDEz8A==,80,Female,XLERY6cEkzhnM+nclP47lw==,Business,637,Cambodia
69,gqveUq1nL5y93b9IWqkvSQ==,18,Non-binary,kIrYt0h7hz6KY0BcOXwgiw==,Checking,404,Benin
70,oHK4htPH4uJqUs7DVW7roQ==,65,Female,E6HdwUoAwNIHIkXIv6XDpA==,Checking,358,Gabon
71,epg4rGp9pWfqea//LDV3iQ==,62,Non-binary,MxQ0O+ZLq0FQjFA3zM1+yw==,Savings,828,Eritrea
72,kT9BpRoI9Y33cyJfU6MRfg==,47,Non-binary,eH5epP+F6sEHK5VGa1YEvg==,Business,841,Burkina Faso
73,xFN1itJiin/pSaZcYC8ekg==,76,Non-binary,0BgIdNJ4eASkdt2lB6OGsg==,Checking,538,El Salvador
74,lvcpv+ukG5LPsG621h7vtj4OCch6cdUu3CBqznG1rKY=,72,Female,aijVdXRhMfuwDuo9Bn9TtA==,Checking,810,Saint Lucia
75,ZWWBI+9l03X7X0nvAk6hGA==,35,Female,R8kzZ5IlRmhmqiz4xZecGw==,Business,400,Somalia
76,yAzT/wtTpukayvhjCJh9bg==,80,Female,HCx/QDLV9S581hATZ1QptA==,Savings,722,Comoros
77,tS42XyAH5wb7HCZ41AItiw==,18,Female,T+tGJVD0hGaZzSosGh5Xfw==,Checking,772,Latvia
78,RaS+g6Vp9Ydt23rciE2H/IdQ0s9UJJybSZsh3Tqt9W8=,27,Non-binary,Gknz0YKqF93tk9VLW9J9aw==,Savings,796,Niue
79,0kQbstYCvLxnFS2Dg5t2VQ==,55,Female,wwlxaj9/LT5WAjE9KZ97cQ==,Savings,597,Micronesia
80,eVhw2z3rSukZqzsq6aCPpA==,25,Non-binary,nKaEeoFd8cluIOvO4vgsMQ==,Checking,506,Korea
81,1F7S3/xTNfULpyGs3T5qHQ==,31,Female,MYX1oGo/CEzyWB8R7vv8zg==,Checking,358,Afghanistan
82,CAC6+4xG5T2E45nTLKeDhw==,76,Female,y8/G1np6rcjMGqoayDKHdw==,Business,329,New Caledonia
83,fjpjFBLNkRBJeCm49dnLiA==,39,Male,55PROhrkpvoNu9FrUkEpPg==,Savings,656,Bolivia
84,Kcripz2pKcAanE+gUSDpxUMjkQz3mkUVrX3DZZBuOuQ=,60,Female,zKmz+OWh3ZaiSE1lsiXB+Q==,Checking,493,Somalia
85,sEuMu/PzVWl/oj/azOqw4w==,50,Non-binary,5FtSSCmW5U+sDNe+SrZM8w==,Business,744,Norfolk Island
86,9wEWlmpYb/WEOYMOkelrFQ==,44,Male,bxvMiOWUUuZOVzqXU8pQ7A==,Checking,546,Djibouti
87,NuRkrcqoBE92SblR5DeoU0ksIgLvGr21w/TGpIyz07g=,27,Female,xLmnXnwCGY0VNblzavaWJQ==,Savings,386,Guam
88,0uWlSUeIfH6gontATErS7g==,40,Male,qgO9B63DOmPBkr087jj2Pg==,Checking,552,Kuwait
89,wJk+UI9ErN9t6WDXwHCXKw==,63,Female,fftDbwsQ/ASAyL5yE8+tUA==,Business,565,Philippines
90,DZ273a3v2KkO6wCHxRfNeEQ1/YvXM9NFG3BgnVrwKFM=,68,Male,XxqwiGsyiseHC1+iOAQTWg==,Checking,599,Bermuda
91,DMH4LTDSz7As+cbYNNz2NQ==,60,Male,hUHkPZKyD63VQ5cpMIDRoA==,Checking,639,Papua New Guinea
92,EkXd/e2qwjhdxzDYoIU29Q==,47,Female,jiyDkXV+88Mi8j6y+d1zXw==,Business,423,Austria
93,rrKptqPe2MWc8zU92ZlD+g==,61,Female,MiZYY4GcCWEiQ1ehgDTKJg==,Checking,532,Botswana
94,3MQGp/3RU962Aun2lKzinjWN0vu+H3TQ5THSeooTHA8=,66,Non-binary,nHwLiYzOZbUhFoKfzXHPtg==,Checking,377,Lesotho
95,g1NARSMoXlM1HqYeQFMsTg==,22,Non-binary,EUISd1xTyJsz5YF64868JQ==,Checking,410,Gibraltar
96,qRsUigKwHnVmMqHeB8QXyg==,51,Non-binary,feqMdgaPuxNmU5ItPmAFTw==,Business,421,Micronesia
97,dxgKjoBzVmtSG+VSasdWCg==,51,Female,DIIeF5HMvVWx5hWeqcQcDA==,Business,660,Cayman Islands
98,SiEy0hkS+e10retzyAdQBA==,39,Non-binary,RjAXJh7h9Iigg6g1ce+KUA==,Business,698,Macao
99,JP4RdMjaOw91fOSDXxdxHw==,73,Female,D7Ia5Flx3dm0DY1LM/h7yw==,Savings,514,Mauritania
100,8/u6OkRPA3Qp7HGwJpwEwA==,51,Male,sdZg+2hBOeGCUI50MuDn6w==,Checking,475,Nicaragua
101,SgJ20zEudGcj8SoLvKsdIA==,75,Male,YxBTMKzBEmyfJZ2OIR+PaQ==,Business,595,Finland
102,P2XYBdnENqCudx4BJikU+g==,53,Non-binary,jgHQQAtNuR/UhKirJopX3w==,Business,630,Sao Tome and Principe
103,SV716I6bvY5oULzT0WAKrw==,30,Female,Lbx53pfilPh6l9grAOzHog==,Checking,698,Mayotte
104,2egeMqe802wngPOWCXOOIw==,34,Non-binary,wRN+HyeZxBvKEkCaYg7Oig==,Savings,471,Nigeria
105,oWUJAtpTo94GNhB1/3+Nnw==,77,Female,sb1gg6wpcjm7oKJACAR3aA==,Savings,484,Maldives
106,1bHvQw3Xu/rx+Q76XWbV5g==,19,Male,t9LiI72lSzZlyJzhKSSKhw==,Business,832,Slovakia (Slovak Republic)
107,YEGsio+D0VcMmvz4rW9EJw==,68,Female,dUZVxGSXBCxzsTo0iUXBHA==,Business,585,Guadeloupe
108,sMX1WVqBklKh+U/rD5mIRw==,68,Female,zh2zfV9Bre6F0dwL+OAZgg==,Savings,831,Liberia
109,b4Sx1RWxrK7GKmJGSeT70A==,25,Male,vYVALHUt675Ca8tLK9n14w==,Savings,613,Heard Island and McDonald Islands
110,4wcN88M68nsuX75zLMIPvQ==,61,Female,anN1mGbeWf64jgQjeC6PVA==,Business,538,Tokelau
111,CPth/01S+2gOmgzcNeiV1A==,53,Female,lC9QbQtTaRJlvzA+uIXIzg==,Checking,587,British Indian Ocean Territory (Chagos Archipelago)
112,tw42P55x2UUl4PmaFAk+8w==,37,Female,bQekpyOh3oOvo/RAAsp/FA==,Checking,466,Indonesia
113,eHR/3xwurRabqcOsOsmKHQ==,69,Non-binary,L2UAQA9BS1oueiGOOUqBEQ==,Business,724,Liberia
114,vB+QIRiUvSA02VnUnaLTSA==,34,Female,k0AhguxBNUHR8HrP1Azqtw==,Business,746,Saint Lucia
115,jcCGkiurjE+CyzJgodVSkw==,20,Female,qgahYYmKT3CE4XrPe9w6kQ==,Savings,812,Cuba
116,Ga4U8no1wN4+0Zqeq2B7sw==,66,Non-binary,86c3jnpALTOKO6xBJUf0Iw==,Checking,419,United States of America
117,xcnID6pahZSnM2X9J3P5cw==,47,Male,4wwHsWtLhPWlVtKHD2clCA==,Savings,591,Canada
118,W+qI4+7HAJDD2A9S88b8G/aFMkRxfFmIM25rkmWmsOc=,67,Non-binary,I+eyJ4lEYpFUKEUG0BW6nA==,Business,533,Slovakia (Slovak Republic)
119,7KwWhW11kxR01sKVYOMkSA==,51,Non-binary,s4uItyCLSlymlJFfKacb4Q==,Checking,498,Cambodia
120,IU6jIiPni/6mmbjXxlsh6OdDiL3WaqYAyDrcmQ+arSQ=,50,Male,3wcTvhfYvuAjhDHC6jSADA==,Business,620,Russian Federation
121,uT+/hcwGOnIZ/7Mk7LgBgQ==,58,Female,0R78yfuxebTV5KhZmg+YxA==,Savings,465,Myanmar
122,pTSz+uH1siiRadVkSIx9p23b4dwRCtB6ew9SCpKA9DQ=,43,Male,/09GAN7KBjo3lwCSFysbgQ==,Checking,739,Greenland
123,HY1gH3Zh2tSt5RbMp5n2iQ==,24,Non-binary,NGeCv2ePQB7QIa0OCesJUQ==,Business,641,Sierra Leone
124,A/EO4jtRB7F3F0lcMerCVA==,38,Female,xqAoIq48JIzKXWn7JU+yeA==,Business,653,Grenada
125,XN+M8SSeSGWXMHAWa5X9ag==,51,Female,RwwBSuEdgKakiIIxOEKW0A==,Savings,680,Micronesia
126,Cy0XU97lN0W+g/thbXxxUqJCJw2Jss9iuSZdp85DURg=,80,Female,TRGsu7czSpdwnBFsDd/OQA==,Business,498,American Samoa
127,6n0tCxOydX9Hi/GlCIO5zQ==,77,Male,1goc1KJQF4bOcgTdLaZK7Q==,Checking,606,Saint Barthelemy
128,teA+Kk+mVnlsBPSeReDP2A==,60,Female,UyM2+h/hEQ/tUM818ttIqg==,Savings,330,Guam
129,82TYh8igY5lrcIDO48oF8A==,79,Male,U9wIY3QChNhvUY8CUFTfyg==,Business,398,Guyana
130,JiRkZUeo390PEeCrsD/gLg==,28,Non-binary,zkmFNqUvSucl+O/y5IIfFw==,Business,757,Canada
131,zyo1/blsWHtSJtiDUKDYgA==,21,Male,PlHt/TU3UjaXYQpwgawVXw==,Business,448,Liberia
132,Nv4ZrnoIf6pymyrUlKIf0Q==,58,Female,LaomqwdPSZQBOXnshkJByg==,Checking,345,Syrian Arab Republic
133,7ec5VgbxJ5c0L7YA+UGGVQ==,67,Male,pAFYFA0EZw2OK6YVPldcFA==,Savings,393,Western Sahara
134,/O7ROspSSVjBdgj5cmXCSg==,40,Non-binary,9ICBf+uJZNWe9P8Ln2HwpA==,Savings,834,Indonesia
135,B8NXf7dwTxkPvxVqyYWaFtiB5ddEcWGoE53mZwKEmvU=,51,Male,tQqwbbTcSjJtlgzqi36sOw==,Business,501,Angola
136,OUIjoz8yu4FJs4cBsg5waw==,79,Female,k4hTT01937ruw0E/HLeyog==,Business,698,Botswana
137,wdFfrBuP7K7yMl0cdtHJGQ==,51,Non-binary,AlY84xcsZZVzZBj23M6zag==,Checking,751,Lebanon
138,Jjioy5fJ9BQH7eCnf0+YAQ==,48,Female,pkP/4EEgY95pyOmGYmyyqg==,Checking,730,Maldives
139,KXZrKMpz31e11Yg9bjhRCg==,21,Non-binary,2lFLVsO6h7AU2a50fQJZPw==,Savings,676,Bouvet Island (Bouvetoya)
140,ghPfgdySmvKZrAnkBdmQbw==,20,Male,kFkaVesccuUKI8tCw54s3g==,Savings,406,Tuvalu
141,ehXd6rzVw59HdN3o4RghuQ==,24,Female,CXcltLjHwzPJtb2J3hi4bA==,Savings,643,Madagascar
142,4NvvvucYa/Lcmxi5YnyV5w==,50,Female,pOr+rNWjxvi6lmCpJGHQ3Q==,Checking,315,Gambia
143,GF6+j2L/kd+h9j0JIu3k0Q==,24,Male,G2ugFHmczSngxuZoF0Pr1g==,Savings,596,Cote d'Ivoire
144,3tPBnQFZ1tTlRAgT+jqWoQ==,48,Non-binary,qNRitB4D16/ia53ganjYIw==,Checking,529,Saint Barthelemy
145,lDg1NRFssgDNZRpPKLx7ig==,34,Non-binary,eg619AofTXaZCErEtkGzhg==,Business,545,Israel
146,egzsA5XqRJ9ni202PMbS4Q==,55,Female,BuJaTsrQc44lHgkccBJO6g==,Business,708,Iran
147,sUX6o+3pHONKM7SNh9wnCA==,77,Non-binary,u3rVIz2aZKCC2/6RH4NAqA==,Business,336,Serbia
148,lkdPLx2sJU+rVbvu+enQhg==,50,Female,LveQtoxplLzbf5vjMnou6Q==,Business,380,Congo
149,BuRRyGBuaejAqMxilISUBA==,31,Male,bOL+PBIKOZtTrvfT5Z92OA==,Business,516,Andorra
150,CYgqhB/+LHUVC46EhQrm7g==,38,Female,gpdWXs97jmuT0SBbL0d0hA==,Business,396,Saudi Arabia
151,tRByvctUUb2cLDr/Mb7Mo7lmZxkzX438C1V2QcKrnZM=,28,Female,e75NNOYfUhpH79tPEat8VQ==,Business,836,Costa Rica
152,1Fp4HrO5yXqa5xo65vjUOw==,22,Non-binary,8PRabkiDryt+lAvED96z4Q==,Savings,427,Reunion
153,licqeD+OVbDH7bg5q+u3dA==,64,Male,yyALuCOIH2I0R/vKKu93Vg==,Savings,400,Saint Vincent and the Grenadines
154,LtqPHWKCANYoEu5tAJ6tLQ==,24,Non-binary,zwSYXgUsnTo7rjfn3zNLjw==,Checking,806,Estonia
155,r6GExOsS4Ue9uuZKGwhYxuo4IoMnMcfBTFPVTTN0Les=,32,Female,x7mBUe4ZF9vd3vCLFhQAPQ==,Savings,301,Dominica
156,/vo0F9HptxIvf8rwuoNMeA==,57,Non-binary,4+c0a+GUaDdq46VIQ8mWOw==,Savings,839,Portugal
157,d9nTFQ/k7IO0OQ0mqJMyBQ==,66,Male,sAIacdZOzyr2EeAK87lj3Q==,Checking,322,Chad
158,hrNhe5lzM/pDQgoGAJjlLQ==,51,Male,P5cVGGWcFDuNqlEfCZHm6A==,Checking,657,Falkland Islands (Malvinas)
159,Cv4q9pMVqcErKYCg0sFa98zCi1tFAYTKhzwaYPJ1gCE=,48,Female,Y/Wa8LWN4VlnYV86XDh2Rw==,Checking,450,Ethiopia
160,bVTo9PQPYCoIqomqGjmiyA==,76,Female,QCsjqdwqAYBpbvrQwu0rmg==,Savings,735,Congo
161,+1KXj0VEJHA8auyiJWcUcA==,74,Female,N7Hk8zRRF5oxP0G7m8MFgQ==,Savings,394,Israel
162,hJ6ZOjPn69x79Z8rnM2ung==,24,Female,iCVyrTp9atatb7J1Ydk+RQ==,Checking,616,Lesotho
163,5y7SIakQ9wuWhJPr+i3nOQ==,43,Non-binary,HyimWO0dJHhOsIvX9zKoMA==,Business,323,Rwanda
164,JmxvB37KSp8Guo8vZIfciA==,60,Female,FF75SRoxCOT1YJXXmx1HOA==,Savings,315,Japan
165,UWA+p1LBk1SbblzeknV46Q==,28,Male,dCRoD2s8MmIR6hGbA31XKQ==,Savings,509,Cape Verde
166,HTwva1byarL4TWq8lvuYRFscgrIJCmn9x02oxfUnwWM=,39,Non-binary,bmqeTLn2wRWedCxWsYXCbg==,Checking,481,Mongolia
167,LZ9SLhcyR58SEyhCi6hUJw==,18,Female,nOWiX2OQ0DJdkmB7ES9ZuQ==,Checking,831,Maldives
168,vDHdFP1ShWMhkssCWcNSDA==,49,Non-binary,J9TB9lx3QtxPhqLltXwn5Q==,Checking,316,Lesotho
169,iMzVunLUdvcYoBwwN9mbzQ==,74,Female,XdNxlyAxuRvf80HTIeMxtA==,Business,728,India
170,7eDbCIS29rwbBaijznSGjQ==,30,Male,FEuujLZsCeRoyOJixQAeyA==,Savings,620,Cuba
171,Tzv53fHDdm9EG8rivtB2mw==,23,Female,/E3whv7AOzWcVuPruC6vAQ==,Business,747,Cote d'Ivoire
172,ts/i7uktUyrlMTkrP0gezQ==,61,Female,aDY71j5ZRf00XXyFDJhpFg==,Business,613,Andorra
173,SiGyuMI/lx3pCrGYe00Tld55mrLU6K41/dnzIfvTeZU=,74,Female,1FziLskIdeqM8gk/E+72hA==,Savings,543,Saint Helena
174,hPo2WDMrdL+eJ5otJZv0kA==,67,Non-binary,hrPJeNIpI4qp5Rvv+Yjt1w==,Checking,744,Tanzania
175,XiLAV3Z9FwqWQxDpJWKDRw==,70,Non-binary,4yrtkkIhmokZZ/O+NOypFQ==,Checking,499,Sao Tome and Principe
176,PFGl9TLTSrrSHjxKHhoNCA==,58,Male,0OrJP4ptCtRxH58616qKHA==,Savings,713,Azerbaijan
177,JmnKM0Wwnt1ik/xaYovoJA==,49,Male,q2EvcMMj1FVike8S1C191A==,Savings,743,Puerto Rico
178,2LKiGGb87dmEPjSWP0GXCA==,80,Non-binary,rzSpp1TAr5cDAYq+9a45jQ==,Savings,690,Nepal
179,14danCsBOOMgMMQan3FFAw==,49,Female,2SFa96nrfy1DwoU6o7pPvQ==,Savings,604,Pitcairn Islands
180,jxccWWFu6qONasG0vTKmjA==,28,Non-binary,X/iL0I/pBJH+7yxil2j1dQ==,Checking,723,Guadeloupe
181,1QsgdcxKtzRe8XYMJFulLA==,19,Non-binary,B1Ba7ms94TYcs2KY00ZETw==,Business,734,Wallis and Futuna
182,fMwA1BhLkwpNY5+lRPPfZA==,23,Female,QoNkLmrhHzvzdA5EOuEzYw==,Business,504,Oman
183,M1EAf2yE5lNFI4OJcIHuBMu+BwwDcrsXHP7dYB7HVy0=,55,Non-binary,QInD+W+1+hSlb3U5bRRQDA==,Business,736,Denmark
184,8pIqGad6c85bPp7zgQ+IRAP+55nhva2KSEVIOHo2MPU=,78,Female,V4XkfpOra8jNvTRYXIUPhQ==,Checking,386,Macao
185,IPKNipmLHFWoIJgTTG/jeh8OQ3vQCQJr9KxtTLEgZ98=,35,Female,bH19jQRPwmGsaRMDduw+lQ==,Savings,547,Brunei Darussalam
186,Qte9qFu83LMD5Qb3k4316xaLvSZIOfmdlsW5nYMAZfA=,46,Female,oaiiBxKtgcvzQBej6SRDXg==,Checking,453,Isle of Man
187,BSGLpjueB4AMYfSdHXr8XQ==,50,Non-binary,VY1AauEHhuXoDzsxj6qEvg==,Business,502,Guadeloupe
188,qxsi+C6S0iJPCDi3i/bGeg==,64,Non-binary,4liatkSj7N95VBG5W9iqVA==,Checking,590,Morocco
189,f1Y5V3GX1CjtG9t3AU4Sqg==,71,Non-binary,p/p8iHwXGGp62TsbjhT/8A==,Business,595,Trinidad and Tobago
190,7aOKXL4fEbYe1DyAdtDjUQ==,72,Male,JJlSrvdf6JP8/Q07vXAY7g==,Business,797,Guatemala
191,1l21qpR3yG190pKByRZzHw==,36,Male,rDf77nu3hmXLZRnFqh0PEw==,Checking,781,Cape Verde
192,JeIYIuq9+RZ268ppGeIG/w==,80,Male,dH9yPQ5aMveDKtjrtWCFQA==,Business,823,Albania
193,KhYniGrKtlMXxtzYmldq5w==,70,Non-binary,V2+X6n2ns1ZQilT7DVoq6A==,Checking,538,Holy See (Vatican City State)
194,0iuig34T1u6T4TF+uUiTrHRmlFgOoKbqeawi5ywCBrQ=,44,Male,0BDLdEOGjA6bnk0k7Us32g==,Checking,552,Barbados
195,UJ450vcA4e0KDYoq1NPVuA==,49,Female,2/gFvxfdGGhGTuE2VNUSzA==,Business,649,American Samoa
196,W0WoEdNd5eAfdv/lqDx4Hw==,74,Non-binary,idaLJRd41yzmCrX3O3BbIg==,Savings,549,Guyana
197,NN6UIau9ALC+Whdj0nH5wA==,31,Female,j2LeZeBunnxO0an5hqq0Xg==,Savings,816,Uganda
198,DqV6nBznmG+V8EnCR0g2KA==,19,Non-binary,ylOA6SF72Cf47A2zz5SpWQ==,Savings,624,Honduras
199,7vA9L6iRULpNBv/hacSHvA==,71,Male,6yENnlpv2Lv5o/mnrAz4cg==,Checking,403,Spain
