User ID,Name,Age,Gender,Balance,Account Type,Credit Score,Country
56,inQw6Xkna7bSeysrs7i0QQ==,19,Female,28jJwtGxhxMZmW2vpmzvdg==,Business,727,Madagascar
57,jlm3ZlRbCxK8aHG9ZlUR3w==,73,Non-binary,NyEWQVfFGIx/Cf2sldbe+A==,Savings,415,Cook Islands
58,XW0dzh26Q0Q/NJSt3cTl6g==,42,Male,voydzkIGDPQKTnwQvZt0xg==,Savings,499,Switzerland
59,NYDxLlUvM+a08DRAQnh3rQ==,72,Female,OnZANTK1pnRZAeqvniaN2A==,Business,831,Djibouti
60,CCA36a+ZmMPSQPUubfqg5w==,79,Female,w9jxmmdu8h/cmh29ecZ6RA==,Checking,311,Pitcairn Islands
61,kvBmxIFhm4UtlRZdnc6FsVkU0R7Pz4r8CVP8bBvDsuY=,34,Non-binary,c5XSVZzOc7UIZ4qyHza6Wg==,Checking,536,Norway
62,EZs2ne/NtSlgI1jxISg7vnVqW6ZZZ53zgvJaTr7jGx0=,60,Male,1RmiPaTjfxaDRuga/MEXfw==,Business,568,Timor-Leste
63,mvrz2fEGnXg+H+t6eDHjXQ==,48,Male,sGH6Qk6kszZBuTXN+71Bww==,Business,580,Fiji
64,YqiM3vgsoaNuNp/jaJNqTA==,64,Non-binary,JIN0Xx34uJOSJ9q/T2yKDA==,Checking,685,Benin
65,VHV/FsD3lVbhfe1JhSZtvQ==,54,Non-binary,PaOF1AR36M6JUEwumeLbZw==,Business,625,Bahamas
66,sgV7WRbs//rwAofHI/ILrg==,64,Female,KZDxatzLwrmoWzcsoxQ9/w==,Checking,542,Niger
67,hhzg7y1MNAGAG35FN4d+Wg==,43,Male,BUKDC12Uw4RD84WedL9sjA==,Checking,515,Ukraine
68,0WjrbHNugBnqHsTKEQfODg==,80,Female,SLr8m4zOFWHdWyo8MhnvFg==,Business,637,Cambodia
69,6bpPQ4tHo1hFYH1OWQ/J7Q==,18,Non-binary,JEYGJ6GCtQP8gczutPv/tw==,Checking,404,Benin
70,XpbfeeZN2Et8nqRzC5TjBA==,65,Female,WbMaDf7gZuuX+ZVIFYcAyQ==,Checking,358,Gabon
71,jNQoHx2OATWJzNsvota4+Q==,62,Non-binary,PUqabLGE1DAyht74k5OCiA==,Savings,828,Eritrea
72,Wl+g0wposYnzFemR5LPW2w==,47,Non-binary,FWIJiunZyguFq8dnmwJryA==,Business,841,Burkina Faso
73,LrT2vgg8NdN+clVPVhJzAQ==,76,Non-binary,YmI/hLX9vP4zyoQLjrzjKQ==,Checking,538,El Salvador
74,lzJ1E4VNYEBPBIoQw2DLq5u182KzfYCyHxW1dkVsQHM=,72,Female,wx3ZVgrE39EyYwz5BvihHA==,Checking,810,Saint Lucia
75,YA701TGQ8OovxlC7zAoDbw==,35,Female,S6aa82W9bImQnzdBwJICTQ==,Business,400,Somalia
76,MGtFEAQlmR7G//PJsNMq7g==,80,Female,AkFgsmOmmVYdW4Rr/e28OQ==,Savings,722,Comoros
77,v/2VjAlso0dqyYej/upHDw==,18,Female,XvNFOFIbSHD8wocQe7wu/Q==,Checking,772,Latvia
78,W01dDtF8+qbFag1cSXzB0+K9wBg15ejK/bxDOAKOQBc=,27,Non-binary,44OdIIsNnSpDLs75bPpjgg==,Savings,796,Niue
79,xdhF7aSiarYP5ApfmnlZXQ==,55,Female,BeCKSr/vgh5wE3LU6BWJmQ==,Savings,597,Micronesia
80,2s7DxXx2EwWMwA958K24IQ==,25,Non-binary,83dcLrA+NP/5FL/4HNQZ2g==,Checking,506,Korea
81,mBwDGWu1El0nDtb9fD3HnA==,31,Female,hZiOnhMGYzdNMcl/9liqiQ==,Checking,358,Afghanistan
82,nfS5pODS0eEWFcRVAgBM/Q==,76,Female,U6MPVzYb6cwiUyVFbJb5lg==,Business,329,New Caledonia
83,hLILfI6lOUrbn9hk8yMv7Q==,39,Male,Hnxeb48YWTUcdFyJiNtMHQ==,Savings,656,Bolivia
84,HtXrgOQAjQv/ib4Dg9qhI5l/RibF/bH64EajDzc4rF4=,60,Female,KknhKMGl2FRLZboDenWiJQ==,Checking,493,Somalia
85,otrlYHOXNGdPpupDfKE9Tw==,50,Non-binary,zNpZBcxIdURHzLnqf0kbDg==,Business,744,Norfolk Island
86,AoGrkXafZZDwZ5K71yJeoA==,44,Male,h3FcVjhbh0p/CqoO/xomGg==,Checking,546,Djibouti
87,gM8wSeViSs7aGJHNNeBhhwzsppoyzC2V8t5Uc/EOfDc=,27,Female,MhuEhKY0d9Il270aGHPx+w==,Savings,386,Guam
88,r1N6UiEwCnz1rR3w8ZnfIw==,40,Male,n54G/mzQsQzvxQDI15BJFg==,Checking,552,Kuwait
89,2Dw5lMCi/XBxZqLssi5pqw==,63,Female,foe2hNAjiKRrDHgDDQ41dA==,Business,565,Philippines
90,Olhl8pISMYcma3+FvuFYNEVOtlGkaF+9GedKTnSG/vs=,68,Male,Ojsvned5surTSVpUlQsAvg==,Checking,599,Bermuda
91,enFdvJb0D4zDqMRBMKaxPg==,60,Male,vH0ktHBRfCFwuQ413gA0Pg==,Checking,639,Papua New Guinea
92,DqDlGrmVIhjMRWCA/0yhIA==,47,Female,+yjC64eqzH/ctSy2awrDqQ==,Business,423,Austria
93,Jm+Xg2lwxI7QPGu3FuKNvw==,61,Female,O1v1unrtJJbVLtLXbmVEUA==,Checking,532,Botswana
94,p5AkxMtAcsa1nXvpRySFdlP0UlPmgtNO2Q2K3D0NA2I=,66,Non-binary,bxtwVXCzK6XC/ghbGE+qHg==,Checking,377,Lesotho
95,DB7Nme6nkoyvGdWaLnfYiQ==,22,Non-binary,asaameoy+8Qy7ygbL9VsTg==,Checking,410,Gibraltar
96,0JRDIbJSeOGX942bsY249w==,51,Non-binary,JGTcxfQn8Da2/aqBNhdFOA==,Business,421,Micronesia
97,6JstYOmwQR/tVGZkTsyAiQ==,51,Female,ymF53w3RUsA3Prp1Pk3M8Q==,Business,660,Cayman Islands
98,uZSJMg0sdcJgWusDsJEJQQ==,39,Non-binary,sRQ/aLmViTER7+h0wCn88Q==,Business,698,Macao
99,6n7WGykJf9dt56X1czRUpw==,73,Female,iA6fdu5mAEz/pnGiDaAofg==,Savings,514,Mauritania
100,fy5BKxtrgNdWHPbrna68OA==,51,Male,UxYT5jzwj+QUhMNneuD0pQ==,Checking,475,Nicaragua
101,SDkzqAj581qwCAppGMZyFA==,75,Male,3b1iXVCyEmTVua0eqXpcsg==,Business,595,Finland
102,kXEvJF1tF7Jw7WZ2Hl6wuQ==,53,Non-binary,3vIIZBwBHDljMOLghDkzRg==,Business,630,Sao Tome and Principe
103,ZCvdK+O5MEqTDjPBw2cEhw==,30,Female,mc+xn5LPrMk8FHJt69FCKQ==,Checking,698,Mayotte
104,NRU1ZVEgHUE9vK/ABwbWOg==,34,Non-binary,iJ9OYeYlMLC6SAUiUIl0+A==,Savings,471,Nigeria
105,Re55Kiz91DhIeH92kPUrtQ==,77,Female,szMjDNNsTM/qw/zlOflfWA==,Savings,484,Maldives
106,+c6nM1Fpicz76fs8uo6VRA==,19,Male,/dbwa8DwiRi31TZNV1DbvQ==,Business,832,Slovakia (Slovak Republic)
107,U2sVs9SWnVgzKiJLz56rrA==,68,Female,N9CgzhCoykvlW3oY/4ig0g==,Business,585,Guadeloupe
108,x5YYDFUPKoRPUXtF+laoRQ==,68,Female,TDyJJW74nEhzG3PidZtRQg==,Savings,831,Liberia
109,9T2fB6qJQpb0192hvH4Iqw==,25,Male,htDl3XFXGFvmg/56IRS/3A==,Savings,613,Heard Island and McDonald Islands
110,VTNM3ULV2qH3K6CrL5p+tw==,61,Female,ZnFI3H3lI7o7AXlwBUj5gQ==,Business,538,Tokelau
111,AfbP+Ygcwmvq+mZlJ3LgTA==,53,Female,35ljVm5lAl21/2uvRBk0uQ==,Checking,587,British Indian Ocean Territory (Chagos Archipelago)
112,3qLmGnjrRBd6Ejx4Fd+i7g==,37,Female,g3jTlTHZuWgOLlnZwT49sA==,Checking,466,Indonesia
113,/1XhkJ41hiyL0ETg5XjyPg==,69,Non-binary,Cb5nBwK5k8vg8Q88sXt77Q==,Business,724,Liberia
114,9g7UnRRsUcut/wH3S64RkA==,34,Female,fvVt06XNOJYTk5/C1t096w==,Business,746,Saint Lucia
115,1l50w++UtC4yo0cvX2uiEw==,20,Female,mdVvxRP6qrUAtnTetiQ3vw==,Savings,812,Cuba
116,7kaiXEkrIfYxs09a7wOHmA==,66,Non-binary,yHoSQ6JoB7njFoir7kztlA==,Checking,419,United States of America
117,ZIu8pe2roX6X3JSjUe5a1Q==,47,Male,YhIpJuYECFK7LLi2ypfkeQ==,Savings,591,Canada
118,gFbogD+zX2MDCgeQh4O2uXff6Stv+c5vJCVKRHkm0XQ=,67,Non-binary,uSgMAqNltKVleWO3UhTMWA==,Business,533,Slovakia (Slovak Republic)
119,HNSOdlioL2SU57/9Z1Eh9A==,51,Non-binary,ZPdCUWsUvGIWPxAviDr3ew==,Checking,498,Cambodia
120,pNkY5Dtz8p9J4bDOMXYEGyK3KucY8I6KpSqmD+VSKDU=,50,Male,1MngAeVA/C0r1qExCiBx+w==,Business,620,Russian Federation
121,eIGpENE45IsFceVJ+8a9Kw==,58,Female,+8V24sjFVXWpm5pmXLwbUQ==,Savings,465,Myanmar
122,rsb80mAcxukF+dvsSClDjA0iqztED/zaT4BQSwwAx58=,43,Male,AMn5qNAK14SslqjpVn6uJw==,Checking,739,Greenland
123,wJE4oxm2zEpMw7FtQFUa5Q==,24,Non-binary,u/yO2TMwEkrz8fwZLwGlgA==,Business,641,Sierra Leone
124,cSmRLjRd9IU4nl2iEae79A==,38,Female,BxLSbpdddTkF2a2haLZSLw==,Business,653,Grenada
125,oXxd9KYXsuOa0zj8lITIvA==,51,Female,ayHQJocWRbAcfqr1PsrESA==,Savings,680,Micronesia
126,3i7lwL7R63FWdNOx1thAOT74UmC/x+qWmmcrYMTU6ko=,80,Female,qakE92OEvnQeS3vzVbIf5g==,Business,498,American Samoa
127,mA7n4NFqNiofqBg5tu14qw==,77,Male,T+pA6DUhhFn/EQPCxiCY7Q==,Checking,606,Saint Barthelemy
128,RvEAL+HqtRIhtPlYX4Kj/w==,60,Female,GH4Qo0cdVhMKHDm5jXmxfw==,Savings,330,Guam
129,vE+q0MaL6HAzwdmPFtWOxQ==,79,Male,2GIxlgvWo++4BQ8e0oEjZg==,Business,398,Guyana
130,hGsG0EDSCCcvnAyP1HaKlQ==,28,Non-binary,c55CXe4wJfRf3RjLBOOYGw==,Business,757,Canada
131,Q4rdO8xrcjhh3mWSm05UQw==,21,Male,999OLzpZZEUBZOI9Axmfiw==,Business,448,Liberia
132,U6Hw3WSYeVpQbkjzKAyoVg==,58,Female,gCmulFbmnRS6y9fsNtv5Bg==,Checking,345,Syrian Arab Republic
133,DTUAqyv21JOMXXPOT7/1Cg==,67,Male,LZU3B+Nf2MYl5q+2H1bq4g==,Savings,393,Western Sahara
134,qE6sGzVm541Giglxq/wf4Q==,40,Non-binary,h1YIhm2cCsz9G1sSV+JXpg==,Savings,834,Indonesia
135,am/uTOSdjAM69SOc0rbGuqfbabW9wbxiLySqCNBdfSA=,51,Male,or2uWcoqHgabYWlCfPQeWg==,Business,501,Angola
136,u/eEg31m2NpCEyv4uT5hZg==,79,Female,xBFiuqKCm25fchs5Sky8OQ==,Business,698,Botswana
137,fbgUUgg9nR93cSJ7XkJSeA==,51,Non-binary,suAwIJXRI2QStqoUcbJigw==,Checking,751,Lebanon
138,ibSoeyz9QcwbzifxBCNBsg==,48,Female,CsUUWmyTDULPM/Rl2GljGA==,Checking,730,Maldives
139,/zU5R2kP0WF/3s7ArRPO+w==,21,Non-binary,42ehOGTttNYmJ6Tr1Ay6hA==,Savings,676,Bouvet Island (Bouvetoya)
140,JlUqCbOdGk/ndxHaw6V7Yg==,20,Male,2T37e1hUrLb/0ANz/gTbSQ==,Savings,406,Tuvalu
141,LfL0Z+tuVZDz8seQGj1byA==,24,Female,dEwocedrPr+3aQEtbbNUUQ==,Savings,643,Madagascar
142,aIZg44a5c+6D7dHhjgGVKw==,50,Female,c8zouQyl0XfmDMh7yCeMwg==,Checking,315,Gambia
143,lxfEKO1ugNZWvfHDhYBf0w==,24,Male,406+iOd6S1oeZHtRlQ5nFg==,Savings,596,Cote d'Ivoire
144,qHHsgOzvZUXb1Hm8mPhf6Q==,48,Non-binary,DlUGJ/mumJqekrgGL9h/fg==,Checking,529,Saint Barthelemy
145,JkkK+3QkiTD05R194WqgEw==,34,Non-binary,THZ3EneCGY7io8VvN7Os+A==,Business,545,Israel
146,LvNLSWd04ja7yPMmyFymtg==,55,Female,E2OUDp5OXmSYrwaqtadlzA==,Business,708,Iran
147,/+jQWM6GHkwSgJkgORlY1g==,77,Non-binary,jZhUTNA9IMyJCyo/Ke7nZA==,Business,336,Serbia
148,bXgV3JtWgb/6KNg/SOlSqg==,50,Female,wRSlleRZNKVy7wb+4pOK7Q==,Business,380,Congo
149,n3IAGg/6aByZucrqLXHf+w==,31,Male,GpEqa4HRibk/0Xd5ybPwSw==,Business,516,Andorra
150,lraFafKu52XntxAjxawQvQ==,38,Female,VFF39D95Emb9cqQMgoYS+g==,Business,396,Saudi Arabia
151,L+ERW4Yh9Etk1KkFqrBP+L5rgv6XffKejl2UWp51Lxw=,28,Female,Dqjw4pxFryTVv2XZYQY0Nw==,Business,836,Costa Rica
152,3lVi64N4mdrKDjGIEk2qoA==,22,Non-binary,6aqK5bO74JOY8ddjbGT/xQ==,Savings,427,Reunion
153,cm3oWEoZRq94SoqVKImqUg==,64,Male,uE3jDGzP6UPHP2MobyAPVw==,Savings,400,Saint Vincent and the Grenadines
154,nahdhwOa7n8l9nycrb9p9w==,24,Non-binary,p6xkPu6YfPp/LzwPBApE+w==,Checking,806,Estonia
155,kvXlqyYseM/FNio5IcGXW8e+Pc0idEnjk49b9LSmOfE=,32,Female,r4X3+RQopPzb5DOJVNMX5w==,Savings,301,Dominica
156,pKZz1aj+Izfos2sG30rEOQ==,57,Non-binary,FOV5A0IhJ5vUSKPhHXBu5A==,Savings,839,Portugal
157,rbvNplkuIFWLZw3TTxjWDA==,66,Male,hGmFt8+x6+LqFgifXO2CAQ==,Checking,322,Chad
158,NJFjX6y8NtYBwV99P31WTA==,51,Male,BAJOeOjUBQuJst60Ppfucg==,Checking,657,Falkland Islands (Malvinas)
159,sXta+qFZYg2S7GNu4AaCIOdYJQwfq3U7UB01FAU/b+I=,48,Female,VbAo3SDRL/FbqGbp0bJuqQ==,Checking,450,Ethiopia
160,ouBt2H/okybz2LGyO520gg==,76,Female,OIdqQtMSw3y3ZPc6PpMeEA==,Savings,735,Congo
161,Ejjyq/CwYYCQ5fP3yDWSjQ==,74,Female,DxPrjAO1IyBb7eYuH7q0kQ==,Savings,394,Israel
162,Z4YdTQ8UqTOyLQMNkIiOug==,24,Female,jFIf8zOMvsCj+VeR5TMtJQ==,Checking,616,Lesotho
163,3AUz3Z7JXns/L15hllbqRw==,43,Non-binary,rm85jsmtS4sz9Bc6pGz1LQ==,Business,323,Rwanda
164,6B3XwG/dE3ujmxSb16EoWA==,60,Female,MFbzcTe0f6J4gX8mrHEzOQ==,Savings,315,Japan
165,khvgyBQHSMUP/NqCNzA/ZA==,28,Male,MB/doyjzHL+l9TNeK7W5tg==,Savings,509,Cape Verde
166,pmpGb3bXOFI2LhGyYR1wtNlolsEGpbN7HatGXuYMjUs=,39,Non-binary,leb1qrETJeo0IuxTdFL1Mw==,Checking,481,Mongolia
167,MA/pHDKI1my57xfkpB1joQ==,18,Female,w4Eb8kH/YY4zv4z8Z3T3Tw==,Checking,831,Maldives
168,OUBP7qBDjCRGKqtx5rdQww==,49,Non-binary,C9F7X+zkcsyDlirwq04gLA==,Checking,316,Lesotho
169,P6F6KRnVQUwqr7GJRApYrA==,74,Female,c5+H+p8RaVsHybnUJ5wRFg==,Business,728,India
170,wRrNaVL6BVChdDeprPlLKg==,30,Male,9fsx3NnkLLyTKhv9sYshlQ==,Savings,620,Cuba
171,rFjqKxGGxEPl0xVHCKUS8g==,23,Female,M0SLJnI8BxKrFrlyjkviPQ==,Business,747,Cote d'Ivoire
172,u5sOE7Qy2+qNjHb0gTHVsg==,61,Female,DMcoxGfiRvCn7iIkK+lsBg==,Business,613,Andorra
173,HdpmqxyIx1dZvoLg8fn4ayg/ujKh6ZLF3Z98s7J+C+g=,74,Female,Whjp7zbXkPrAu1v61ykTmQ==,Savings,543,Saint Helena
174,lqT20EhOeVXrpin69z2PMA==,67,Non-binary,AE6wZ+3Q+xaPsK5e5GcZCQ==,Checking,744,Tanzania
175,vfJBFzF2n5JpIxwN3Jauvw==,70,Non-binary,uAQoRFEIRdDBwuDs02/tJw==,Checking,499,Sao Tome and Principe
176,ja25+fr5b9cxCrRIEj2bFQ==,58,Male,DiLntME7KfGmbP4Al6f/EQ==,Savings,713,Azerbaijan
177,yTDKK4kU2TRUUzqC6+e4uw==,49,Male,Km3gwmoKSQcNyHc6giLtxA==,Savings,743,Puerto Rico
178,qrj24G6fn8ZrLJoB4I5aLw==,80,Non-binary,+bZNBY9oE3R6BlDauq1Bww==,Savings,690,Nepal
179,K5N6icNxiPQbl5ZLik2/Og==,49,Female,ISPLsZgYgCYmttd7L2/xBQ==,Savings,604,Pitcairn Islands
180,ShUzd/fap6/db8g96OGpVQ==,28,Non-binary,yza7sSZ+EnaeoGFMCXvBpw==,Checking,723,Guadeloupe
181,doTXpH3a4KYVfzWpzIM4cw==,19,Non-binary,nD/V4th7y0wjTFDW7FYliw==,Business,734,Wallis and Futuna
182,mLuJU0YoOejBsnK2xiioCg==,23,Female,3HeZqxttJRxZ5qLYOrWr5w==,Business,504,Oman
183,bxfQo6rYIBoNLdGx4WxaO2g71PWvj8zXCuIq89kb6mk=,55,Non-binary,2akWia6gYSJuD8mMByB39Q==,Business,736,Denmark
184,OHbVScTU7rxD52CHASNOrYNrpTy8ztmqr6J9MS1GX4s=,78,Female,ikdDUxINhq8PwlELBXwOtA==,Checking,386,Macao
185,82tdN1agY9lDk/TyqWUuUH2kk+tOZaWy0uAeZsSk+1o=,35,Female,fzkJRrp2x2oPCFcWPh1Raw==,Savings,547,Brunei Darussalam
186,36wjAHqs9xd5IKASd+ao+hqsFslSliWzILCRS7zSYLE=,46,Female,DIOTsHRpyxKz049J3m0bDw==,Checking,453,Isle of Man
187,TJh2N+LLeHn5eBqoPIovsw==,50,Non-binary,QXbnWWTy4JBiJSAvjUyrAg==,Business,502,Guadeloupe
188,W1vSPMtD6dQ4xE9gA7S5nA==,64,Non-binary,47bAzg4gGNkBCiPu2zj/5g==,Checking,590,Morocco
189,x8N3KWw9dcYXj8ZfEcVL8A==,71,Non-binary,/jQieO874ntwofAb0klo2w==,Business,595,Trinidad and Tobago
190,ob1Y4LZe7sqc3UITywA+2g==,72,Male,oI1NE8mFJ6FBX4o+oa/P1A==,Business,797,Guatemala
191,52E9ZXl45q98AYCRNi0+Mw==,36,Male,QPZt7WUOiYhKFWnTdbBTCg==,Checking,781,Cape Verde
192,PeHN2naWcXGU+kj9yxMdFQ==,80,Male,Cm3HM+GfLlSc202PAtoufg==,Business,823,Albania
193,q7iR5h53tIL2wyLKmZ9I1g==,70,Non-binary,VkNhAhEcYHQcQPwIZUYy0A==,Checking,538,Holy See (Vatican City State)
194,5/C5d78tcKLU+cgRwCRf/idM+iGquwWZRh7lWVyzD0g=,44,Male,gLk5iG5GiXxNvGZbhivFIQ==,Checking,552,Barbados
195,Boj8FeZhxYif6EJzKWlZqQ==,49,Female,JW8FX1/mb7CpbS9HV5Wl9g==,Business,649,American Samoa
196,X3WHU5n3nG5T1CQZXqBIWA==,74,Non-binary,7fJqSnlJetu49JL8OW2PXw==,Savings,549,Guyana
197,d3CWFM3e3bAxoQHSh2Cxrg==,31,Female,NfOBLFB74UegpK13cgOHvg==,Savings,816,Uganda
198,u+Mso0uR4tY5QqVRs9hw4g==,19,Non-binary,i2+kvTDtDbyqXheRK1xp3Q==,Savings,624,Honduras
